epoch,step,train_accuracy_step
0,49,0.625
0,99,0.375
0,149,0.625
0,199,0.875
0,249,0.75
0,299,0.625
0,349,0.625
0,399,0.625
0,449,0.5
0,499,0.625
0,549,0.375
0,599,0.625
0,649,0.25
0,699,0.375
0,749,0.75
0,799,0.75
0,849,0.625
0,899,0.25
0,949,0.25
0,999,0.375
0,1049,0.5
0,1099,0.5
0,1149,0.625
0,1199,0.5
0,1249,0.875
0,1299,0.875
0,1349,0.5
0,1399,0.5
0,1449,1.0
0,1499,0.625
