epoch,step,test_accuracy,test_loss,train_accuracy_epoch,train_accuracy_step,train_loss,valid_accuracy,valid_loss
13,3949,,,,0.73828125,,,
13,3999,,,,0.765625,,,
13,4049,,,,0.7265625,,,
13,4099,,,,0.7109375,,,
13,4115,,,,,,0.6414753198623657,1.023069977760315
13,4115,,,0.7467352151870728,,0.6288822889328003,,
14,4149,,,,0.771484375,,,
14,4199,,,,0.791015625,,,
14,4249,,,,0.69921875,,,
14,4299,,,,0.75390625,,,
14,4349,,,,0.755859375,,,
14,4399,,,,0.751953125,,,
14,4409,,,,,,0.644349217414856,1.0330636501312256
14,4409,,,0.7490304112434387,,0.624884307384491,,
15,4449,,,,0.732421875,,,
15,4499,,,,0.763671875,,,
15,4549,,,,0.728515625,,,
15,4599,,,,0.73046875,,,
15,4649,,,,0.775390625,,,
15,4699,,,,0.70703125,,,
15,4703,,,,,,0.6421139240264893,1.0432603359222412
15,4703,,,0.74988853931427,,0.6210940480232239,,
16,4749,,,,0.734375,,,
16,4799,,,,0.767578125,,,
16,4849,,,,0.763671875,,,
16,4899,,,,0.73828125,,,
16,4949,,,,0.76171875,,,
16,4997,,,,,,0.6375901699066162,1.0561573505401611
16,4997,,,0.7523965835571289,,0.6173323392868042,,
17,4999,,,,0.771484375,,,
17,5049,,,,0.7265625,,,
17,5099,,,,0.755859375,,,
17,5149,,,,0.740234375,,,
17,5199,,,,0.748046875,,,
17,5249,,,,0.71875,,,
17,5291,,,,,,0.6373506188392639,1.0669677257537842
17,5291,,,0.7540996670722961,,0.6133050322532654,,
18,5299,,,,0.767578125,,,
18,5349,,,,0.75390625,,,
18,5399,,,,0.73046875,,,
18,5449,,,,0.740234375,,,
18,5499,,,,0.7734375,,,
18,5549,,,,0.7265625,,,
18,5585,,,,,,0.6361265778541565,1.0798728466033936
18,5585,,,0.7553836107254028,,0.6098361611366272,,
19,5599,,,,0.7734375,,,
19,5649,,,,0.78515625,,,
19,5699,,,,0.755859375,,,
19,5749,,,,0.783203125,,,
19,5799,,,,0.748046875,,,
19,5849,,,,0.703125,,,
19,5879,,,,,,0.6367385983467102,1.0856870412826538
19,5879,,,0.7568405270576477,,0.6060996651649475,,
20,5899,,,,0.740234375,,,
20,5949,,,,0.77734375,,,
20,5999,,,,0.73046875,,,
20,6049,,,,0.759765625,,,
20,6099,,,,0.736328125,,,
20,6149,,,,0.7734375,,,
20,6173,,,,,,0.6393464207649231,1.0973103046417236
20,6173,,,0.7587032914161682,,0.6023717522621155,,
21,6199,,,,0.775390625,,,
21,6249,,,,0.775390625,,,
21,6299,,,,0.76953125,,,
21,6349,,,,0.763671875,,,
21,6399,,,,0.75,,,
21,6449,,,,0.73828125,,,
21,6467,,,,,,0.6366321444511414,1.1086504459381104
21,6467,,,0.7601801753044128,,0.5991621017456055,,
22,6499,,,,0.763671875,,,
22,6549,,,,0.791015625,,,
22,6599,,,,0.748046875,,,
22,6649,,,,0.74609375,,,
22,6699,,,,0.765625,,,
22,6749,,,,0.740234375,,,
22,6761,,,,,,0.6332259774208069,1.1185455322265625
22,6761,,,0.7628278732299805,,0.5955115556716919,,
23,6799,,,,0.732421875,,,
23,6849,,,,0.751953125,,,
23,6899,,,,0.74609375,,,
23,6949,,,,0.74609375,,,
23,6999,,,,0.787109375,,,
23,7049,,,,0.759765625,,,
23,7055,,,,,,0.6360201239585876,1.1324065923690796
23,7055,,,0.763439953327179,,0.5922024846076965,,
24,7099,,,,0.775390625,,,
24,7149,,,,0.810546875,,,
24,7199,,,,0.755859375,,,
24,7249,,,,0.765625,,,
24,7299,,,,0.765625,,,
24,7349,,,,0.7275747656822205,,,
24,7349,,,,,,0.6301125884056091,1.1422054767608643
24,7349,,,0.7656552195549011,,0.5888034701347351,,
25,7399,,,,0.763671875,,,
25,7449,,,,0.771484375,,,
25,7499,,,,0.755859375,,,
25,7549,,,,0.779296875,,,
25,7599,,,,0.75,,,
25,7643,,,,,,0.6336517930030823,1.1518428325653076
25,7643,,,0.767012357711792,,0.5855839848518372,,
26,7649,,,,0.8046875,,,
26,7699,,,,0.69921875,,,
26,7749,,,,0.77734375,,,
26,7799,,,,0.7890625,,,
26,7849,,,,0.755859375,,,
26,7899,,,,0.7734375,,,
26,7937,,,,,,0.6372175812721252,1.1611974239349365
26,7937,,,0.7680901288986206,,0.582512617111206,,
27,7949,,,,0.767578125,,,
27,7999,,,,0.80078125,,,
27,8049,,,,0.77734375,,,
27,8099,,,,0.76171875,,,
27,8149,,,,0.76953125,,,
27,8199,,,,0.771484375,,,
27,8231,,,,,,0.6302722096443176,1.1732946634292603
27,8231,,,0.7703386545181274,,0.5788581371307373,,
28,8249,,,,0.783203125,,,
28,8299,,,,0.765625,,,
28,8349,,,,0.78515625,,,
28,8399,,,,0.791015625,,,
28,8449,,,,0.806640625,,,
28,8499,,,,0.7421875,,,
28,8525,,,,,,0.627345085144043,1.1898187398910522
28,8525,,,0.770937442779541,,0.5762043595314026,,
29,8549,,,,0.734375,,,
29,8599,,,,0.779296875,,,
29,8649,,,,0.763671875,,,
29,8699,,,,0.79296875,,,
29,8749,,,,0.734375,,,
29,8799,,,,0.765625,,,
29,8819,,,,,,0.636845052242279,1.1983000040054321
29,8819,,,0.772680401802063,,0.5728535652160645,,
30,8820,0.638190507888794,1.205196738243103,,,,,
