epoch,step,train_accuracy_step
0,49,0.71875
0,99,0.5625
0,149,0.59375
0,199,0.5625
0,249,0.5625
0,299,0.59375
0,349,0.625
0,399,0.78125
0,449,0.625
0,499,0.6875
0,549,0.59375
0,599,0.78125
0,649,0.53125
0,699,0.53125
0,749,0.75
0,799,0.625
0,849,0.6875
0,899,0.5
0,949,0.6875
